"year" "julian.day" "wild" "river.age" "sea.age" "length" "weight" "sea.lice" "river" "country" "sex"
"806" 2003 164 TRUE 1 1 63 2.46 FALSE "nivelle" "fr" "M"
"809" 2004 107 FALSE 1 3 78 3.48 FALSE "nivelle" "fr" "F"
"820" 2005 143 TRUE 2 1 66.6 2.25 FALSE "nivelle" "fr" "M"
"821" 2015 118 TRUE 2 2 74 3.54 FALSE "nivelle" "fr" "F"
"825" 2011 173 FALSE 2 1 65.8 1.73 FALSE "nivelle" "fr" "M"
"826" 2016 107 TRUE 1 2 71.6 3.32 FALSE "nivelle" "fr" "F"
"828" 2003 88 TRUE 1 3 81.5 4.56 FALSE "nivelle" "fr" "F"
"835" 2006 106 TRUE 2 3 92.8 6.15 TRUE "nivelle" "fr" "F"
"842" 2002 104 TRUE 1 4 95.1 7.29 FALSE "nivelle" "fr" "F"
"843" 2010 113 FALSE 1 2 87.1 5.35 FALSE "nivelle" "fr" "M"
"849" 2015 144 TRUE 1 1 59.2 1.53 FALSE "nivelle" "fr" "F"
"880" 2000 137 TRUE 3 1 65.1 2.17 FALSE "nivelle" "fr" "F"
"889" 2004 149 TRUE 2 1 63.7 2.2 FALSE "nivelle" "fr" "F"
"890" 2011 172 FALSE 1 1 58.9 1.53 FALSE "nivelle" "fr" "F"
"898" 2014 160 FALSE 1 1 66.4 2.44 FALSE "nivelle" "fr" "M"
"899" 2009 90 TRUE 3 2 75 3.65 TRUE "nivelle" "fr" "F"
"903" 2008 144 FALSE 2 1 60.3 1.52 FALSE "nivelle" "fr" "F"
"907" 2011 153 TRUE 1 1 68.4 2.17 FALSE "nivelle" "fr" "M"
"909" 2000 139 FALSE 1 1 54.8 1.14 FALSE "nivelle" "fr" "M"
"912" 2005 168 FALSE 1 1 65.9 2.12 FALSE "nivelle" "fr" "M"
"931" 2001 100 TRUE 2 3 90.3 6 TRUE "nivelle" "fr" "F"
"945" 2002 109 TRUE 1 3 81.7 4.6 FALSE "nivelle" "fr" "M"
"949" 2005 103 TRUE 1 3 87 5.65 FALSE "nivelle" "fr" "M"
"961" 2006 113 FALSE 1 4 96.4 6.77 FALSE "nivelle" "fr" "F"
"970" 2003 159 FALSE 1 1 74.8 2.97 FALSE "nivelle" "fr" "F"
"973" 2001 108 TRUE 3 2 78 3.68 FALSE "nivelle" "fr" "F"
"984" 2003 83 TRUE 2 2 77.1 3.57 TRUE "nivelle" "fr" "F"
"985" 2005 167 FALSE 1 1 61.6 1.82 FALSE "nivelle" "fr" "M"
"989" 2009 153 FALSE 1 1 56.7 1.26 FALSE "nivelle" "fr" "M"
"993" 2004 80 TRUE 1 2 89.1 5.25 FALSE "nivelle" "fr" "F"
"999" 2000 143 FALSE 1 1 69.7 2.54 FALSE "nivelle" "fr" "M"
"1004" 2017 166 TRUE 2 1 63 1.94 FALSE "nivelle" "fr" "F"
"1005" 2001 146 TRUE 1 1 61.1 2.11 FALSE "nivelle" "fr" "M"
"1007" 2011 116 FALSE 1 2 80.2 3.64 FALSE "nivelle" "fr" "F"
"1026" 2009 147 FALSE 1 1 60.8 1.78 FALSE "nivelle" "fr" "F"
"1038" 2004 105 FALSE 1 3 85 4.1 FALSE "nivelle" "fr" "F"
"1040" 2007 114 FALSE 2 2 84.7 4.88 FALSE "nivelle" "fr" "F"
"1051" 2012 107 FALSE 1 2 83.9 4.28 FALSE "nivelle" "fr" "F"
"1063" 2000 82 FALSE 1 2 83.6 3.82 FALSE "nivelle" "fr" "F"
"1066" 2002 155 FALSE 2 1 71.7 2.7 FALSE "nivelle" "fr" "M"
"1074" 2011 175 FALSE 1 1 70.6 2.34 TRUE "nivelle" "fr" "F"
"1081" 2003 169 FALSE 2 1 67.9 2.45 FALSE "nivelle" "fr" "M"
"1084" 2002 136 TRUE 3 1 59.5 1.92 FALSE "nivelle" "fr" "F"
"1087" 2014 122 FALSE 2 2 75 2.82 TRUE "nivelle" "fr" "F"
"1089" 2001 123 FALSE 1 2 96.2 6.5 FALSE "nivelle" "fr" "F"
"1093" 2000 119 FALSE 1 2 80.1 3.66 FALSE "nivelle" "fr" "F"
"1096" 2009 127 FALSE 1 2 76.3 2.69 FALSE "nivelle" "fr" "F"
"1115" 2014 167 TRUE 1 1 62 1.79 TRUE "nivelle" "fr" "M"
"1129" 2002 139 TRUE 3 1 63.7 1.71 FALSE "nivelle" "fr" "M"
"1132" 2001 133 TRUE 2 1 68.8 3.26 FALSE "nivelle" "fr" "M"
"1140" 2008 99 FALSE 3 3 80.8 3.35 FALSE "nivelle" "fr" "F"
"1142" 2002 90 TRUE 1 3 87 5.47 FALSE "nivelle" "fr" "F"
"1163" 2013 131 FALSE 2 2 75.1 2.67 FALSE "nivelle" "fr" "F"
"1173" 2015 163 FALSE 1 1 61.9 1.55 FALSE "nivelle" "fr" "M"
"1192" 2008 161 FALSE 2 1 67.8 2.29 FALSE "nivelle" "fr" "M"
"1198" 2001 100 TRUE 2 2 73.8 2.81 FALSE "nivelle" "fr" "M"
"1200" 2006 116 FALSE 1 2 74.2 2.64 FALSE "nivelle" "fr" "F"
"1210" 2000 89 FALSE 1 3 92.2 4.91 NA "nivelle" "fr" "F"
"1213" 2008 111 FALSE 1 2 72.7 2.46 FALSE "nivelle" "fr" "F"
"1214" 2001 88 TRUE 3 2 82.7 4.25 TRUE "nivelle" "fr" "F"
"1218" 2001 96 TRUE 1 2 76.5 3.55 FALSE "nivelle" "fr" "F"
"1226" 2005 104 TRUE 2 2 74.6 3.32 FALSE "nivelle" "fr" "F"
"1235" 2010 149 FALSE 2 1 63.5 1.56 FALSE "nivelle" "fr" "M"
"1241" 2003 100 FALSE 1 2 69.8 2.06 FALSE "nivelle" "fr" "F"
"1244" 2003 111 FALSE 1 2 85.5 4.33 TRUE "nivelle" "fr" "F"
"1250" 2008 93 TRUE 1 2 81.4 4.51 FALSE "nivelle" "fr" "F"
"1253" 2003 96 TRUE 2 3 86.4 4.75 TRUE "nivelle" "fr" "F"
"1260" 2011 103 TRUE 3 2 68.7 2.67 FALSE "nivelle" "fr" "F"
"1282" 2001 172 FALSE 1 1 67.6 2.02 FALSE "nivelle" "fr" "F"
"1284" 2000 106 FALSE 1 2 72.3 2.55 FALSE "nivelle" "fr" "F"
"1294" 2014 119 FALSE 1 2 71.4 2.69 TRUE "nivelle" "fr" "F"
"1309" 2006 116 FALSE 1 4 96.1 6.83 FALSE "nivelle" "fr" "F"
"1320" 2008 167 FALSE 1 1 61.1 1.75 FALSE "nivelle" "fr" "M"
"1321" 2002 84 TRUE 2 2 76.7 4.27 FALSE "nivelle" "fr" "F"
"1333" 2004 100 FALSE 1 2 87.9 5.61 TRUE "nivelle" "fr" "F"
"1340" 2012 147 TRUE 2 1 65.2 2.19 FALSE "nivelle" "fr" "M"
"1350" 2013 112 FALSE 1 2 78.7 3.39 TRUE "nivelle" "fr" "F"
"1368" 2006 109 TRUE 2 2 85.5 5.86 TRUE "nivelle" "fr" "F"
"1378" 2010 152 FALSE 1 1 66.2 2.14 FALSE "nivelle" "fr" "M"
"1383" 2007 171 FALSE 2 1 57.8 1.2 FALSE "nivelle" "fr" "M"
"1396" 2006 119 FALSE 1 2 77.2 2.75 FALSE "nivelle" "fr" "F"
"1404" 2015 94 TRUE 3 2 73.9 3 FALSE "nivelle" "fr" "F"
"1412" 2001 142 TRUE 2 1 65.9 2.33 TRUE "nivelle" "fr" "M"
"1419" 2002 126 FALSE 1 3 83.3 3.92 FALSE "nivelle" "fr" "F"
"1424" 2002 142 FALSE 1 1 69 2.17 FALSE "nivelle" "fr" "M"
"1471" 2003 110 TRUE 2 2 82.4 4.17 FALSE "nivelle" "fr" "F"
"1474" 2007 109 FALSE 1 2 76.9 2.83 TRUE "nivelle" "fr" "F"
"1476" 2007 104 FALSE 1 2 73.7 2.39 FALSE "nivelle" "fr" "F"
"1484" 2001 117 FALSE 2 2 81.4 3.85 TRUE "nivelle" "fr" "F"
"1487" 2005 98 FALSE 1 3 75.3 3.61 FALSE "nivelle" "fr" "F"
"1488" 2000 154 FALSE 1 1 66.2 1.84 FALSE "nivelle" "fr" "M"
"1491" 2010 99 TRUE 2 3 85.9 5.89 FALSE "nivelle" "fr" "M"
"1494" 2012 139 FALSE 2 2 78.4 3.48 FALSE "nivelle" "fr" "F"
"1506" 2008 152 FALSE 1 1 59.3 1.56 FALSE "nivelle" "fr" "M"
"1507" 2000 91 TRUE 2 2 69.8 2.52 FALSE "nivelle" "fr" "F"
"1508" 2010 113 TRUE 2 3 86.5 5.01 FALSE "nivelle" "fr" "M"
"1512" 2003 98 TRUE 1 4 90.3 5.9 TRUE "nivelle" "fr" "F"
"1513" 2012 146 TRUE 1 1 65.2 2.69 FALSE "nivelle" "fr" "M"
"1518" 2004 153 FALSE 1 1 67 2.32 FALSE "nivelle" "fr" "M"
"1525" 2009 165 FALSE 1 1 66.1 1.87 TRUE "nivelle" "fr" "F"
"1529" 2001 105 FALSE 2 2 83 3.49 TRUE "nivelle" "fr" "F"
"1531" 2015 145 TRUE 2 1 54.2 1.63 FALSE "nivelle" "fr" "M"
"1540" 2005 144 TRUE 2 1 72.3 2.93 TRUE "nivelle" "fr" "F"
"1551" 2015 106 TRUE 2 2 83.5 5.01 FALSE "nivelle" "fr" "F"
"1569" 2011 111 FALSE 1 2 68.8 1.91 FALSE "nivelle" "fr" "F"
"1570" 2015 121 TRUE 2 3 80.7 4.32 FALSE "nivelle" "fr" "F"
"1572" 2002 169 FALSE 1 1 57.7 1.15 FALSE "nivelle" "fr" "F"
"1579" 2003 148 FALSE 1 1 67.9 1.87 FALSE "nivelle" "fr" "M"
"1582" 2001 159 FALSE 1 1 61.4 1.44 FALSE "nivelle" "fr" "F"
"1596" 2000 87 TRUE 2 3 95 7.06 FALSE "nivelle" "fr" "F"
"1597" 2001 121 TRUE 2 1 63.5 2.21 FALSE "nivelle" "fr" "M"
"1599" 2003 105 FALSE 1 2 66.8 2.09 FALSE "nivelle" "fr" "F"
"1600" 2009 173 FALSE 1 1 73.7 2.77 FALSE "nivelle" "fr" "M"
"1605" 2003 115 FALSE 1 2 77 2.74 FALSE "nivelle" "fr" "F"
"1609" 2002 151 FALSE 1 1 63.1 1.67 FALSE "nivelle" "fr" "M"
"1610" 2003 104 TRUE 2 2 78.7 3.31 FALSE "nivelle" "fr" "F"
"1613" 2016 121 FALSE 1 3 88.7 4.84 FALSE "nivelle" "fr" "F"
"1625" 2005 100 FALSE 1 2 78 3.41 TRUE "nivelle" "fr" "F"
"1627" 2010 131 FALSE 1 2 80.7 4.39 FALSE "nivelle" "fr" "F"
"1635" 2003 107 FALSE 1 3 94.3 5.24 FALSE "nivelle" "fr" "F"
"1636" 2005 120 FALSE 2 2 73.5 2.8 FALSE "nivelle" "fr" "F"
"1649" 2001 104 FALSE 1 2 77.8 3.06 FALSE "nivelle" "fr" "F"
"1665" 2007 102 FALSE 1 2 71.5 2.18 TRUE "nivelle" "fr" "F"
"1666" 2003 175 FALSE 1 1 66 1.71 FALSE "nivelle" "fr" "F"
"1673" 2003 125 FALSE 2 2 82.9 4.61 FALSE "nivelle" "fr" "F"
"1696" 2000 86 TRUE 1 3 88.2 5.36 FALSE "nivelle" "fr" "F"
"1698" 2014 176 FALSE 1 1 58.6 1.37 FALSE "nivelle" "fr" "M"
"1708" 2013 117 FALSE 1 2 74.8 3.01 FALSE "nivelle" "fr" "F"
"1710" 2002 90 TRUE 3 2 69.8 2.92 FALSE "nivelle" "fr" "F"
"1734" 2005 117 FALSE 1 2 88.8 5.29 FALSE "nivelle" "fr" "M"
"1741" 2011 144 TRUE 3 1 56.3 1.43 FALSE "nivelle" "fr" "F"
"1751" 2005 133 FALSE 2 2 85.8 4.75 FALSE "nivelle" "fr" "M"
"NA" NA NA NA NA NA NA NA NA NA NA NA
"1769" 2000 150 FALSE 1 1 70.3 2.61 FALSE "nivelle" "fr" "M"
"1774" 2002 146 FALSE 1 1 70.6 2.28 FALSE "nivelle" "fr" "M"
"1779" 2002 119 FALSE 1 2 75.3 2.93 FALSE "nivelle" "fr" "F"
"1790" 2005 109 TRUE 2 2 86.2 5.34 FALSE "nivelle" "fr" "F"
"1806" 2006 139 FALSE 1 1 64.3 1.82 FALSE "nivelle" "fr" "M"
"1813" 2011 146 FALSE 1 1 65.6 2.08 FALSE "nivelle" "fr" "M"
"1815" 2011 140 FALSE 1 2 71.4 2.07 FALSE "nivelle" "fr" "M"
"1822" 2003 109 FALSE 1 3 87.6 4.42 FALSE "nivelle" "fr" "M"
"1824" 2011 112 TRUE 1 2 74.9 4.22 FALSE "nivelle" "fr" "F"
"1841" 2001 138 TRUE 2 1 62.7 1.85 FALSE "nivelle" "fr" "M"
"1848" 2013 105 TRUE 1 2 71.8 2.61 FALSE "nivelle" "fr" "F"
"1851" 2004 161 FALSE 1 1 73 2.84 FALSE "nivelle" "fr" "F"
"1857" 2005 134 TRUE 2 1 67.1 2.67 FALSE "nivelle" "fr" "F"
"1870" 2001 92 FALSE 2 4 98.5 6.16 TRUE "nivelle" "fr" "M"
"1880" 2007 112 FALSE 1 2 81 4.14 FALSE "nivelle" "fr" NA
"1884" 2011 110 FALSE 1 2 81.8 4.17 FALSE "nivelle" "fr" "F"
"1892" 2003 98 FALSE 1 2 71.5 2.65 FALSE "nivelle" "fr" "F"
"1893" 2010 152 FALSE 1 1 63.4 1.5 FALSE "nivelle" "fr" "M"
"1909" 2007 114 TRUE 3 2 81.7 4.33 FALSE "nivelle" "fr" "F"
"1914" 2001 146 FALSE 1 1 71 2.37 FALSE "nivelle" "fr" "M"
"1917" 2001 102 TRUE 2 2 81.5 4.57 TRUE "nivelle" "fr" "F"
"1921" 2009 107 TRUE 2 3 88.1 5.18 FALSE "nivelle" "fr" "F"
"1931" 2017 121 FALSE 2 2 78.7 3.11 FALSE "nivelle" "fr" "F"
"1959" 2015 169 FALSE 2 1 50.8 0.84 FALSE "nivelle" "fr" "F"
"1963" 2011 105 TRUE 1 2 80.3 4.24 FALSE "nivelle" "fr" "F"
"1965" 2012 104 TRUE 3 3 88.8 6.2 TRUE "nivelle" "fr" "F"
"1966" 2000 87 TRUE 2 3 82.6 4.17 TRUE "nivelle" "fr" "F"
"1968" 2000 94 TRUE 1 3 96.7 9.02 FALSE "nivelle" "fr" "F"
"1969" 2007 150 TRUE 2 1 64.5 2.3 FALSE "nivelle" "fr" "F"
"1989" 2014 154 TRUE 1 1 62.3 1.87 FALSE "nivelle" "fr" "M"
"1992" 2006 96 FALSE 1 2 81.1 3.96 FALSE "nivelle" "fr" "F"
"2002" 2001 102 FALSE 1 2 75 2.87 FALSE "nivelle" "fr" "M"
"2006" 2004 96 TRUE 2 2 75.4 4.14 FALSE "nivelle" "fr" "F"
"2016" 2009 111 FALSE 3 2 78.8 3.18 FALSE "nivelle" "fr" "F"
"2020" 2016 159 FALSE 2 1 53.9 1.24 FALSE "nivelle" "fr" "M"
"2021" 2006 83 TRUE 1 3 98.8 7.1 FALSE "nivelle" "fr" "F"
"2028" 2015 123 FALSE 1 2 69.5 1.83 FALSE "nivelle" "fr" "F"
"2032" 2005 113 FALSE 1 2 78.5 3.45 FALSE "nivelle" "fr" "F"
"2040" 2011 165 FALSE 1 1 66.9 1.94 FALSE "nivelle" "fr" "F"
"2045" 2002 86 TRUE 2 2 76.1 3.25 FALSE "nivelle" "fr" "F"
"2047" 2006 160 TRUE 2 1 63.8 2.03 FALSE "nivelle" "fr" "M"
"2053" 2001 91 TRUE 3 2 70.6 2.86 FALSE "nivelle" "fr" "F"
"2063" 2010 121 FALSE 2 2 88.5 4.39 FALSE "nivelle" "fr" "F"
"2065" 2000 90 FALSE 1 2 83.3 3.65 FALSE "nivelle" "fr" "F"
"2069" 2002 124 FALSE 1 2 79.1 3.99 FALSE "nivelle" "fr" "M"
"2073" 2012 116 FALSE 1 3 85.6 4.44 FALSE "nivelle" "fr" "F"
"2078" 2004 165 FALSE 1 1 71.8 2.9 TRUE "nivelle" "fr" "M"
"2079" 2005 117 FALSE 1 2 68.6 2.18 FALSE "nivelle" "fr" "F"
"2081" 2001 97 TRUE 2 2 79.7 3.8 FALSE "nivelle" "fr" "F"
"2089" 2005 114 FALSE 1 2 78.6 3 FALSE "nivelle" "fr" "F"
"2095" 2008 105 FALSE 2 2 86.4 5.15 FALSE "nivelle" "fr" "F"
"2096" 2002 108 FALSE 1 2 74 2.73 FALSE "nivelle" "fr" "F"
"2101" 2000 92 TRUE 3 2 82.2 4.61 FALSE "nivelle" "fr" "F"
"2104" 2004 92 TRUE 1 2 78.3 3.75 FALSE "nivelle" "fr" "F"
"2110" 2007 146 TRUE 1 1 59.9 1.56 TRUE "nivelle" "fr" "F"
"2117" 2009 102 TRUE 2 2 69.4 2.97 TRUE "nivelle" "fr" "F"
"2141" 2004 108 FALSE 1 4 85.1 4.12 FALSE "nivelle" "fr" "F"
"2145" 2012 98 TRUE 3 2 77.9 3.85 TRUE "nivelle" "fr" "F"
"2155" 2008 166 FALSE 1 1 55.3 1.34 FALSE "nivelle" "fr" "F"
"2160" 2005 153 FALSE 1 1 67.8 1.82 FALSE "nivelle" "fr" "F"
"2164" 2003 135 TRUE 2 1 67.9 2.82 FALSE "nivelle" "fr" "F"
"2168" 2006 113 FALSE 1 2 75.3 3.14 TRUE "nivelle" "fr" "F"
"2170" 2006 98 TRUE 2 2 87.2 4.75 TRUE "nivelle" "fr" "F"
"2177" 2002 155 FALSE 1 1 65.4 2.23 FALSE "nivelle" "fr" "M"
"2182" 2010 111 FALSE 1 2 76.9 2.65 FALSE "nivelle" "fr" "F"
"2187" 2000 75 TRUE 2 3 92.4 7.31 FALSE "nivelle" "fr" "F"
"2191" 2006 97 TRUE 2 3 85.3 4.82 FALSE "nivelle" "fr" "F"
"2202" 2004 109 FALSE 1 2 74.2 2.59 FALSE "nivelle" "fr" "F"
"2208" 2013 153 FALSE 1 1 68.3 2.23 TRUE "nivelle" "fr" "F"
"2220" 2007 167 TRUE 1 1 63.6 2.66 FALSE "nivelle" "fr" "M"
"2224" 2004 108 FALSE 1 3 86.4 4.68 FALSE "nivelle" "fr" "F"
