"year" "julian.day" "wild" "river.age" "sea.age" "length" "weight" "sea.lice" "river" "country" "sex"
"479" 2001 97 FALSE 1 2 87.1 4.44 FALSE "scorff" "fr" "F"
"481" 2011 98 TRUE 2 2 77.9 3.56 FALSE "scorff" "fr" "F"
"484" 2014 99 TRUE 1 2 84.2 4.22 FALSE "scorff" "fr" "F"
"518" 2011 179 FALSE 1 1 60.4 1.49 FALSE "scorff" "fr" "F"
"519" 2004 150 TRUE 2 1 64.4 2.24 FALSE "scorff" "fr" "F"
"520" 2006 93 TRUE 2 2 65.2 2.34 FALSE "scorff" "fr" "F"
"531" 2009 140 TRUE 1 1 60.4 2.25 FALSE "scorff" "fr" "M"
"534" 2014 169 TRUE 3 1 56.1 1.22 FALSE "scorff" "fr" "F"
"537" 2010 130 FALSE 1 2 84.5 4.41 FALSE "scorff" "fr" "F"
"538" 2004 95 TRUE 1 3 77.4 3.84 FALSE "scorff" "fr" "F"
"540" 2009 102 TRUE 2 2 73.9 3.1 FALSE "scorff" "fr" "F"
"544" 2002 113 FALSE 1 2 79.6 3.33 FALSE "scorff" "fr" "F"
"547" 2011 164 FALSE 1 1 68.5 2.79 FALSE "scorff" "fr" "F"
"556" 2012 93 FALSE 1 2 75 2.51 FALSE "scorff" "fr" "M"
"561" 2004 138 TRUE 3 1 64.2 2.42 FALSE "scorff" "fr" "M"
"565" 2002 95 FALSE 1 3 89.4 5.14 FALSE "scorff" "fr" "F"
"566" 2002 82 TRUE 2 2 79.4 4.64 FALSE "scorff" "fr" "F"
"567" 2001 84 TRUE 1 2 77.7 3.68 FALSE "scorff" "fr" "M"
"568" 2008 177 FALSE 1 1 65 1.82 FALSE "scorff" "fr" "M"
"592" 2016 187 FALSE 1 1 68.6 1.86 FALSE "scorff" "fr" "M"
"594" 2015 166 FALSE 2 1 64.3 1.92 TRUE "scorff" "fr" "M"
"600" 2009 171 FALSE 1 1 67.9 2.13 FALSE "scorff" "fr" "F"
"610" 2008 85 TRUE 1 2 84.8 5.22 TRUE "scorff" "fr" "M"
"611" 2006 110 FALSE 1 2 83.1 3.76 FALSE "scorff" "fr" "F"
"617" 2007 174 FALSE 1 1 70.2 2.82 FALSE "scorff" "fr" "M"
"621" 2010 120 FALSE 2 2 76.3 3.7 FALSE "scorff" "fr" "F"
"625" 2010 122 FALSE 1 2 70.2 2.1 FALSE "scorff" "fr" "M"
"634" 2010 130 FALSE 1 2 84.8 3.63 FALSE "scorff" "fr" "M"
"644" 2000 106 FALSE 1 4 91 5.55 FALSE "scorff" "fr" "F"
"656" 2001 119 FALSE 2 2 86.6 4.08 FALSE "scorff" "fr" "F"
"665" 2005 156 FALSE 1 1 57.5 1.15 FALSE "scorff" "fr" "M"
"670" 2002 97 FALSE 1 2 69.4 1.96 FALSE "scorff" "fr" "F"
"676" 2002 164 FALSE 1 1 65.9 1.84 FALSE "scorff" "fr" "M"
"678" 2006 108 TRUE 1 3 80.2 4.25 FALSE "scorff" "fr" "M"
"683" 2011 98 TRUE 1 4 89.2 6.08 FALSE "scorff" "fr" "F"
"707" 2008 168 FALSE 1 1 69.6 2.35 FALSE "scorff" "fr" "M"
"710" 2003 90 TRUE 1 2 81.6 4.05 FALSE "scorff" "fr" "F"
"717" 2002 91 TRUE 2 4 95.9 6.4 TRUE "scorff" "fr" "M"
"723" 2009 157 FALSE 2 1 72.8 2.66 FALSE "scorff" "fr" "F"
"724" 2006 97 TRUE 2 2 81.9 4.15 TRUE "scorff" "fr" "F"
"725" 2017 159 TRUE 2 1 67.8 2.53 FALSE "scorff" "fr" "M"
"728" 2011 101 TRUE 1 2 71.9 2.32 FALSE "scorff" "fr" "F"
"737" 2000 136 FALSE 1 1 60.5 1.62 FALSE "scorff" "fr" "M"
"740" 2017 168 TRUE 1 1 58.7 1.68 FALSE "scorff" "fr" "M"
"748" 2016 108 FALSE 1 2 82.4 3.59 FALSE "scorff" "fr" "F"
"757" 2002 127 TRUE 2 1 61.8 1.73 FALSE "scorff" "fr" "F"
"766" 2008 165 FALSE 1 1 62.8 1.94 FALSE "scorff" "fr" "M"
"767" 2008 160 FALSE 1 1 67.5 2.05 FALSE "scorff" "fr" "M"
"769" 2014 122 FALSE 1 4 87.6 4.06 FALSE "scorff" "fr" "F"
"770" 2000 105 FALSE 1 4 89.5 4.49 FALSE "scorff" "fr" "F"
"772" 2002 71 TRUE 2 4 101.4 7.69 FALSE "scorff" "fr" "F"
"773" 2003 139 TRUE 1 1 63.6 1.96 FALSE "scorff" "fr" "M"
"774" 2003 110 FALSE 1 2 76.2 3.18 FALSE "scorff" "fr" "F"
"789" 2006 160 FALSE 1 1 62 1.65 FALSE "scorff" "fr" "M"
"791" 2015 130 FALSE 1 2 89.3 4.54 FALSE "scorff" "fr" "F"
"794" 2012 123 FALSE 1 3 75.8 2.84 FALSE "scorff" "fr" "F"
"810" 2004 101 TRUE 2 2 82 4.74 FALSE "scorff" "fr" "F"
"812" 2015 173 FALSE 1 1 55.1 1.05 FALSE "scorff" "fr" "M"
"819" 2008 106 FALSE 2 2 79.7 3.06 FALSE "scorff" "fr" "F"
"823" 2002 111 FALSE 1 3 86.7 4.23 FALSE "scorff" "fr" "M"
"829" 2011 116 FALSE 1 2 74.8 2.94 FALSE "scorff" "fr" "F"
"832" 2010 154 FALSE 1 1 69.3 2.11 FALSE "scorff" "fr" "M"
"845" 2010 86 TRUE 1 2 78.5 3.79 TRUE "scorff" "fr" "F"
"853" 2007 168 FALSE 1 1 71.8 2.6 FALSE "scorff" "fr" "M"
"855" 2015 162 TRUE 3 1 57.2 1.51 FALSE "scorff" "fr" "F"
"859" 2001 99 FALSE 2 2 75.8 3.22 FALSE "scorff" "fr" "F"
"861" 2006 79 TRUE 3 2 80.7 4.09 FALSE "scorff" "fr" "F"
"862" 2013 117 FALSE 1 4 91.3 4.79 TRUE "scorff" "fr" "F"
"871" 2006 151 FALSE 1 1 58.5 1.35 FALSE "scorff" "fr" "M"
"882" 2004 149 TRUE 3 1 68.8 2.9 FALSE "scorff" "fr" "M"
"887" 2010 143 TRUE 3 1 67.1 2.57 FALSE "scorff" "fr" "M"
"892" 2001 116 TRUE 2 2 72.7 3.26 FALSE "scorff" "fr" "F"
"913" 2004 113 FALSE 1 2 78.5 3.1 FALSE "scorff" "fr" "F"
"915" 2006 94 TRUE 1 2 81.3 4.74 FALSE "scorff" "fr" "M"
"925" 2013 124 TRUE 2 2 81.9 4.82 FALSE "scorff" "fr" "F"
"928" 2008 152 FALSE 1 1 69.4 2.13 FALSE "scorff" "fr" "F"
"940" 2000 95 FALSE 1 2 83.1 3.52 FALSE "scorff" "fr" "F"
"942" 2002 76 TRUE 2 2 75.1 3.46 FALSE "scorff" "fr" "F"
"944" 2002 96 TRUE 2 2 82.6 5.51 FALSE "scorff" "fr" "F"
"948" 2017 167 FALSE 1 1 62 1.7 FALSE "scorff" "fr" "M"
"952" 2008 112 FALSE 1 2 74 2.65 TRUE "scorff" "fr" "F"
"955" 2001 148 FALSE 1 1 63.8 1.5 FALSE "scorff" "fr" "F"
"957" 2015 139 TRUE 2 1 59.7 1.63 FALSE "scorff" "fr" "M"
"964" 2007 174 FALSE 1 1 72.3 2.57 FALSE "scorff" "fr" "M"
"965" 2011 117 FALSE 1 2 74.7 3.63 TRUE "scorff" "fr" "F"
"971" 2007 101 FALSE 1 2 81.6 4.3 FALSE "scorff" "fr" "F"
"977" 2005 92 FALSE 1 2 78.4 3.34 FALSE "scorff" "fr" "F"
"979" 2000 112 FALSE 2 2 78.5 3.16 FALSE "scorff" "fr" "F"
"986" 2000 130 FALSE 1 2 81.1 3.73 FALSE "scorff" "fr" "F"
"988" 2009 101 FALSE 1 2 82.8 3.76 FALSE "scorff" "fr" "F"
"1009" 2013 149 FALSE 1 1 70.7 2.87 FALSE "scorff" "fr" "F"
"1013" 2002 106 FALSE 1 4 94.5 5.78 TRUE "scorff" "fr" "F"
"1016" 2004 169 FALSE 1 1 61.7 1.59 FALSE "scorff" "fr" "F"
"1021" 2012 156 TRUE 2 1 57.3 1.24 FALSE "scorff" "fr" "F"
"1023" 2010 170 FALSE 1 1 67.4 2.58 FALSE "scorff" "fr" "M"
"1028" 2003 166 FALSE 1 1 64.7 1.88 FALSE "scorff" "fr" "M"
"1031" 2010 115 FALSE 2 2 81.6 3.87 FALSE "scorff" "fr" "F"
"1032" 2005 91 TRUE 2 2 78.7 4.08 FALSE "scorff" "fr" "F"
"1033" 2014 165 TRUE 1 1 58.8 1.48 FALSE "scorff" "fr" "M"
"1041" 2003 173 FALSE 1 1 60 1.55 FALSE "scorff" "fr" "F"
"1050" 2004 126 FALSE 2 2 81.9 3.72 FALSE "scorff" "fr" "F"
"1052" 2004 121 FALSE 1 2 76.3 3.62 FALSE "scorff" "fr" "F"
"1054" 2005 93 FALSE 1 2 75.4 3.05 FALSE "scorff" "fr" "F"
"1056" 2003 103 FALSE 1 2 82.7 3.71 TRUE "scorff" "fr" "F"
"1067" 2003 136 TRUE 1 1 57.3 1.32 FALSE "scorff" "fr" "M"
"1068" 2017 174 FALSE 1 1 67.7 1.82 FALSE "scorff" "fr" "M"
"1078" 2017 NA TRUE 1 2 77.6 3.83 FALSE "scorff" "fr" "F"
"1080" 2002 73 TRUE 2 2 84.9 5.2 FALSE "scorff" "fr" "F"
"1082" 2002 101 FALSE 2 4 97.3 5.1 FALSE "scorff" "fr" "F"
"1086" 2002 150 FALSE 1 1 67.6 2.13 FALSE "scorff" "fr" "M"
"1088" 2006 142 TRUE 2 1 57.4 1.35 FALSE "scorff" "fr" "F"
"1090" 2006 111 FALSE 1 2 82.8 4.4 FALSE "scorff" "fr" "F"
"1092" 2005 105 FALSE 2 2 82.2 3.54 FALSE "scorff" "fr" "F"
"1100" 2017 105 TRUE 2 2 78 3.45 FALSE "scorff" "fr" "F"
"1111" 2014 116 TRUE 1 2 66.9 2.33 FALSE "scorff" "fr" "F"
"1117" 2005 129 TRUE 2 1 63.1 2.02 FALSE "scorff" "fr" "M"
"1121" 2004 117 FALSE 1 2 80.4 3.54 FALSE "scorff" "fr" "M"
"1123" 2012 152 TRUE 1 1 58.4 1.54 FALSE "scorff" "fr" "M"
"1125" 2014 157 TRUE 1 1 56.2 1.4 FALSE "scorff" "fr" "M"
"1126" 2005 165 FALSE 1 1 70.4 2.14 FALSE "scorff" "fr" "F"
"1130" 2001 72 TRUE 2 2 76.6 3.99 FALSE "scorff" "fr" "M"
"1135" 2008 108 FALSE 2 2 85 4.02 FALSE "scorff" "fr" "F"
"1136" 2001 153 FALSE 1 1 67.5 2.16 FALSE "scorff" "fr" "M"
"1138" 2016 173 FALSE 1 1 60.4 1.6 FALSE "scorff" "fr" "M"
"1139" 2002 109 FALSE 1 2 80.9 4.12 TRUE "scorff" "fr" "F"
"1143" 2006 108 FALSE 1 2 83.5 4.39 TRUE "scorff" "fr" "F"
"1150" 2007 117 FALSE 1 2 78.5 2.74 FALSE "scorff" "fr" "F"
"1158" 2013 164 TRUE 2 1 60.8 2 FALSE "scorff" "fr" "F"
"1160" 2017 110 TRUE 2 2 72.9 2.71 FALSE "scorff" "fr" "M"
"1162" 2013 161 TRUE 1 1 68.8 2.67 FALSE "scorff" "fr" "M"
"1170" 2000 166 FALSE 2 1 63.2 1.59 FALSE "scorff" "fr" "M"
"1177" 2004 117 FALSE 2 2 72.3 2.92 FALSE "scorff" "fr" "F"
"1180" 2004 104 TRUE 1 3 76.1 3.96 FALSE "scorff" "fr" "F"
"1183" 2002 107 TRUE 3 2 73.2 2.95 FALSE "scorff" "fr" "F"
"1184" 2012 173 FALSE 1 1 59.2 1.27 FALSE "scorff" "fr" "F"
"1185" 2012 167 TRUE 2 1 69.2 2.67 FALSE "scorff" "fr" "M"
"1189" 2014 174 FALSE 1 1 60.8 1.66 FALSE "scorff" "fr" "M"
"1202" 2001 113 FALSE 2 2 74.9 2.88 FALSE "scorff" "fr" "F"
"1204" 2004 100 FALSE 1 2 79.3 3.38 FALSE "scorff" "fr" "F"
"1206" 2009 119 TRUE 1 2 77 4.12 FALSE "scorff" "fr" "F"
"1215" 2008 119 FALSE 1 4 93.1 4.87 FALSE "scorff" "fr" "F"
"1220" 2008 173 FALSE 1 1 64.1 1.81 FALSE "scorff" "fr" "M"
"1225" 2005 108 TRUE 2 2 72.2 3.09 FALSE "scorff" "fr" "F"
"1228" 2000 140 TRUE 1 1 65.3 2.83 TRUE "scorff" "fr" "M"
"1232" 2004 79 TRUE 2 2 79.9 4.44 FALSE "scorff" "fr" "F"
"1233" 2001 99 FALSE 1 3 82.5 3.29 FALSE "scorff" "fr" "F"
"1234" 2002 150 FALSE 1 1 63.4 1.53 FALSE "scorff" "fr" "M"
"1256" 2003 105 FALSE 1 2 76.2 3.21 TRUE "scorff" "fr" "F"
"1261" 2000 150 FALSE 1 1 73 2.73 FALSE "scorff" "fr" "M"
"1263" 2007 98 TRUE 2 3 86.6 6.36 FALSE "scorff" "fr" "F"
"1264" 2002 161 FALSE 1 1 68.6 1.55 FALSE "scorff" "fr" "F"
"1267" 2014 144 TRUE 1 1 71.3 3.1 FALSE "scorff" "fr" "M"
"1274" 2001 141 TRUE 1 1 61.3 1.91 FALSE "scorff" "fr" "M"
"1276" 2015 111 FALSE 2 2 73.6 2.37 TRUE "scorff" "fr" "F"
"1277" 2014 129 FALSE 1 2 77.2 3.56 FALSE "scorff" "fr" "F"
"1281" 2005 152 FALSE 2 1 69.8 2.59 FALSE "scorff" "fr" "M"
"1289" 2014 102 TRUE 1 2 83.9 4.77 FALSE "scorff" "fr" "F"
"1295" 2004 82 TRUE 1 2 81.3 4.22 TRUE "scorff" "fr" "F"
"1296" 2005 151 TRUE 3 1 67.9 2.71 FALSE "scorff" "fr" "M"
"1297" 2006 108 FALSE 1 3 83.2 4.32 FALSE "scorff" "fr" "M"
"1308" 2016 170 FALSE 2 1 54.5 1.12 FALSE "scorff" "fr" "M"
"1324" 2006 115 FALSE 2 2 82.3 3.93 FALSE "scorff" "fr" "F"
"1325" 2009 100 TRUE 2 2 81 4.86 FALSE "scorff" "fr" "F"
"1327" 2013 159 FALSE 1 1 60.5 1.68 FALSE "scorff" "fr" "M"
"1329" 2011 162 FALSE 1 1 59.4 1.44 FALSE "scorff" "fr" "M"
"1332" 2000 116 FALSE 2 3 87.1 4.23 FALSE "scorff" "fr" "F"
"1335" 2007 96 FALSE 1 2 73.4 2.72 FALSE "scorff" "fr" "F"
"1346" 2012 123 FALSE 1 2 71.7 2.23 FALSE "scorff" "fr" "M"
"1358" 2010 101 TRUE 3 3 91.9 6.68 FALSE "scorff" "fr" "F"
"1360" 2006 156 FALSE 1 1 70.2 2.45 FALSE "scorff" "fr" "M"
"1362" 2013 156 TRUE 2 1 70.3 2.83 FALSE "scorff" "fr" "F"
"1367" 2015 95 TRUE 3 2 67.8 2.76 FALSE "scorff" "fr" "M"
"1372" 2001 96 TRUE 3 3 91 5.68 FALSE "scorff" "fr" "F"
"1375" 2000 106 FALSE 2 2 80.2 3.38 FALSE "scorff" "fr" "M"
"1382" 2004 98 TRUE 1 4 100.8 7.47 FALSE "scorff" "fr" "F"
"1384" 2009 103 FALSE 1 3 78.9 3.27 FALSE "scorff" "fr" "M"
"1392" 2002 100 FALSE 1 2 75.2 3.19 FALSE "scorff" "fr" "F"
"1393" 2013 117 FALSE 1 2 73.9 2.9 FALSE "scorff" "fr" "F"
"1403" 2013 177 FALSE 1 1 61 1.42 FALSE "scorff" "fr" "M"
"1410" 2010 155 TRUE 1 1 58.5 1.78 FALSE "scorff" "fr" "M"
"1413" 2002 108 FALSE 1 3 89.8 4.92 FALSE "scorff" "fr" "F"
"1429" 2012 120 FALSE 1 2 76.7 3.45 FALSE "scorff" "fr" "F"
"1433" 2014 107 TRUE 3 2 72.2 3.06 FALSE "scorff" "fr" "M"
"1438" 2006 88 TRUE 1 3 82.8 4.22 FALSE "scorff" "fr" "F"
"1449" 2014 100 TRUE 1 2 79.2 5.19 FALSE "scorff" "fr" "F"
"1452" 2001 94 FALSE 1 4 92.1 5.35 FALSE "scorff" "fr" "F"
"1459" 2004 86 TRUE 3 2 83.2 5.28 TRUE "scorff" "fr" "F"
"1469" 2009 138 TRUE 1 1 66.5 2.46 FALSE "scorff" "fr" "M"
"1475" 2001 102 FALSE 1 2 80.8 3.9 FALSE "scorff" "fr" "F"
"1477" 2005 161 TRUE 2 1 67.2 2.65 FALSE "scorff" "fr" "M"
"1486" 2003 156 FALSE 1 1 72.1 2.96 FALSE "scorff" "fr" "M"
"1490" 2001 141 FALSE 1 1 74.6 2.4 FALSE "scorff" "fr" "M"
"1492" 2000 126 FALSE 1 2 83.6 4.15 TRUE "scorff" "fr" "M"
"1497" 2006 105 TRUE 3 2 75.6 4.22 FALSE "scorff" "fr" "F"
"1498" 2010 168 FALSE 1 1 64.6 2.39 FALSE "scorff" "fr" "M"
"1501" 2012 108 FALSE 1 3 82.3 3.83 FALSE "scorff" "fr" "F"
"1509" 2004 130 TRUE 2 1 64.3 2.03 FALSE "scorff" "fr" "M"
"1511" 2008 114 FALSE 1 4 81.2 3.76 FALSE "scorff" "fr" "F"
"1521" 2007 112 FALSE 1 2 80.3 3.43 FALSE "scorff" "fr" "M"
"1523" 2016 152 FALSE 2 1 63.5 1.84 FALSE "scorff" "fr" "M"
"1524" 2010 120 FALSE 2 2 74.1 2.43 FALSE "scorff" "fr" "F"
"1526" 2002 109 FALSE 1 2 80.6 3.62 TRUE "scorff" "fr" "M"
"1527" 2003 117 FALSE 2 3 83.1 3.27 FALSE "scorff" "fr" "M"
"1535" 2014 100 FALSE 1 2 72.3 2.23 FALSE "scorff" "fr" "F"
"1537" 2006 102 FALSE 2 2 83.3 3.41 TRUE "scorff" "fr" "F"
"1553" 2013 137 TRUE 2 1 55.3 1.38 FALSE "scorff" "fr" "M"
"1556" 2005 103 TRUE 1 2 77.8 4.01 FALSE "scorff" "fr" "M"
"1559" 2005 168 FALSE 2 1 52.2 0.9 FALSE "scorff" "fr" "M"
"1564" 2002 78 TRUE 2 3 84.6 5.36 TRUE "scorff" "fr" "M"
"1565" 2007 128 FALSE 1 2 73.3 2.29 FALSE "scorff" "fr" "F"
"1568" 2003 157 TRUE 2 1 76.5 3.95 FALSE "scorff" "fr" "M"
"1573" 2017 151 TRUE 1 1 63.4 2.3 FALSE "scorff" "fr" "F"
"1583" 2008 189 FALSE 2 1 64.3 1.81 FALSE "scorff" "fr" "M"
"1584" 2002 109 FALSE 1 2 86.9 3.97 FALSE "scorff" "fr" "F"
"1590" 2002 103 FALSE 2 3 89.5 5.28 FALSE "scorff" "fr" "M"
"1594" 2004 104 FALSE 1 2 76.7 2.75 FALSE "scorff" "fr" "F"
"1595" 2001 97 FALSE 1 2 74.4 2.69 FALSE "scorff" "fr" "F"
"1607" 2003 106 FALSE 1 2 71.3 2.58 FALSE "scorff" "fr" "M"
"1616" 2015 164 TRUE 2 1 65.3 2.33 FALSE "scorff" "fr" "F"
"1623" 2013 180 FALSE 1 1 59.2 1.24 FALSE "scorff" "fr" "F"
"1626" 2013 176 FALSE 1 1 70.1 2.69 FALSE "scorff" "fr" "M"
"1633" 2003 112 FALSE 1 2 87.3 4.19 TRUE "scorff" "fr" "F"
"1634" 2004 116 FALSE 1 2 89.9 4.96 TRUE "scorff" "fr" "M"
"1638" 2005 147 FALSE 1 1 62.6 1.53 FALSE "scorff" "fr" "F"
"1641" 2001 114 FALSE 1 2 75.4 3.35 FALSE "scorff" "fr" "M"
"1646" 2007 116 FALSE 1 4 93.3 5.94 FALSE "scorff" "fr" "F"
"1650" 2010 120 FALSE 1 2 86.6 4.47 FALSE "scorff" "fr" "F"
"1657" 2009 146 FALSE 1 1 68.3 2.3 FALSE "scorff" "fr" "M"
"1661" 2002 110 FALSE 1 2 78.3 3.54 FALSE "scorff" "fr" "F"
"1662" 2000 112 FALSE 2 2 72.9 2.67 FALSE "scorff" "fr" "F"
"1671" 2000 160 FALSE 1 1 63.7 1.96 FALSE "scorff" "fr" "M"
"1680" 2002 152 TRUE 1 1 60.2 1.62 FALSE "scorff" "fr" "M"
